,index,Ref,Description,DecDate,RefusalReasons,Dev_Type,NDPs Referenced,CLPs Referenced,Perms Referenced,AONB Referenced,cleaned,checking col,Countryside & Character,Neighbours and amenties,Design / Character,Natural Environment,"AONB, Landscape & Appearance",Access,Space and amenities,Flooding and Drainage,Conservation & harm to Listed Buildings,Noise & Disturbance,Heritage and History,Affordable Housing
1052,1165,PA22/06291,Proposed conversion and extension of former stable block to form dwelling with annexe,07/07/2022," 1 The proposed loss of historic fabric, chosen design, orientation, proportions and siting of the extended parts of the proposal would harm the architectural and historic integrity of these listed structures associated with the listed property known as 'Comprigney' that would cause less than substantial harm that is not outweighed by substantial public benefit in conflict with accordance with the aims and intensions of Paragraphs 8, 130, 80, 200 and 202 of the National Planning Policy Framework 2021, Policies 7, 12 and 24 of the Cornwall Local Plan - Strategic Policies 2010-2030, Policies E1 and E4 of the Truro and Kenwyn Neighbourhood Development Plan 2015. 2 The proposal has not been supported by sufficient ecological surveys to demonstrate that the proposal could maintain the favourable conservation status on European protected species in conflict with accordance with the aims and intensions of Paragraphs 8, 174(d) and 180(a) of the National Planning Policy Framework 2021, Policy 23 point 3(d) of the Cornwall Local Plan - Strategic Policies 2010-2030, Policy E1 of the Truro and Kenwyn Neighbourhood Development Plan 2015.",Changes of Use,Kenwyn Neighbourhood Development Plan 2015,Cornwall Local Plan,,,"['loss', 'historic', 'fabric', 'choose', 'design', 'orientation', 'proportion', 'extend', 'part', 'harm', 'architectural', 'historic', 'integrity', 'list', 'structure', 'associate', 'list', 'property', 'know', 'comprigney', 'cause', 'substantial', 'harm', 'outweigh', 'substantial', 'public', 'accordance', 'intensions', 'strategic', 'truro', 'support', 'sufficient', 'ecological', 'survey', 'maintain', 'favourable', 'conservation', 'status', 'european', 'protect', 'species', 'accordance', 'intensions', 'strategic', 'truro']","['loss', 'historic', 'fabric', 'choose', 'design', 'orientation', 'proportion', 'extend', 'part', 'harm', 'architectural', 'historic', 'integrity', 'list', 'structure', 'associate', 'list', 'property', 'know', 'comprigney', 'cause', 'substantial', 'harm', 'outweigh', 'substantial', 'public', 'accordance', 'intensions', 'strategic', 'truro', 'support', 'sufficient', 'ecological', 'survey', 'maintain', 'favourable', 'conservation', 'status', 'european', 'protect', 'species', 'accordance', 'intensions', 'strategic', 'truro']",,,,0.09653468430042267,,,,,,,,
1053,1166,PA22/06292,Listed Building Consent for Proposed conversion and extension of former stable block to form dwelling with annexe,07/07/2022," 1 The proposed loss of historic fabric, chosen design, orientation, proportions and siting of the extended parts of the proposal would harm the architectural and historic integrity of these listed structures associated with the listed property known as 'Comprigney' that would cause less than substantial harm that is not outweighed by substantial public benefit in conflict with accordance with the aims and intensions of Paragraphs 8, 130, 200 and 202 of the National Planning Policy Framework 2021, Policies 7, 12 and 24 of the Cornwall Local Plan - Strategic Policies 2010-2030, Policies E1 and E4 of the Truro and Kenwyn Neighbourhood Development Plan 2015.",Listed Building Consent (alter/extend),Kenwyn Neighbourhood Development Plan 2015,Cornwall Local Plan,,,"['loss', 'historic', 'fabric', 'choose', 'design', 'orientation', 'proportion', 'extend', 'part', 'harm', 'architectural', 'historic', 'integrity', 'list', 'structure', 'associate', 'list', 'property', 'know', 'comprigney', 'cause', 'substantial', 'harm', 'outweigh', 'substantial', 'public', 'accordance', 'intensions', 'strategic', 'truro']","['loss', 'historic', 'fabric', 'choose', 'design', 'orientation', 'proportion', 'extend', 'part', 'harm', 'architectural', 'historic', 'integrity', 'list', 'structure', 'associate', 'list', 'property', 'know', 'comprigney', 'cause', 'substantial', 'harm', 'outweigh', 'substantial', 'public', 'accordance', 'intensions', 'strategic', 'truro']",,,,,,,,,0.20938652753829956,,,
1054,1168,PA22/06146,Outline application with all matters reserved for demolition of existing building and construction of new dwelling.,08/07/2022," 1 The application site is located within the countryside, outside of any defined settlement. The proposed dwelling therefore represents unjustified and sporadic development within the open countryside with poor accessibility to necessary daily services and facilities which would perpetuate over reliance on the private vehicle and unsustainable traffic movements.  The proposed new dwelling, in combination with the inevitable introduction of additional domestic paraphernalia associated with an additional dwelling, in this context of the rural setting, would result in harm to the distinctive landscape character of the area and would appear incongruous within the countryside. The public benefits of the scheme are limited in providing one new dwelling to the local housing stock but this does not outweigh the identified harm. The application is not sustainable development and is considered to be contrary to Policies 1, 2, 3, 7, 12, 21, 23 and 27 of the Cornwall Local Plan Strategic Policies 2010-2030 and paragraphs 8, 80, 112, 130 and 174 of the National Planning Policy Framework 2021. 2 The application site falls within the Zone of Influence of the River Fal and Helford River Special Area of Conservation (SAC) and it is considered that the proposal would when considered in combination with other plans and projects, adversely affects the integrity of the SAC without the ability to mitigate. The proposal is therefore considered to conflict with the aims and intentions of Policy 22 of the Cornwall Local Plan Strategic Policies 2010 - 2030, ethos of European Sites Mitigation DPD 2021 and paragraphs 8 and 182 of the National Planning Policy Framework 2021.",Minor - Dwelling,,Cornwall Local Plan Strategic Policies,,,"['locate', 'countryside', 'outside', 'define', 'unjustified', 'sporadic', 'open', 'countryside', 'poor', 'accessibility', 'necessary', 'daily', 'service', 'facilities', 'perpetuate', 'reliance', 'private', 'vehicle', 'unsustainable', 'traffic', 'movements', 'combination', 'inevitable', 'introduction', 'additional', 'domestic', 'paraphernalia', 'associate', 'additional', 'context', 'rural', 'set', 'harm', 'distinctive', 'landscape', 'character', 'appear', 'incongruous', 'countryside', 'public', 'scheme', 'limit', 'provide', 'stock', 'outweigh', 'identify', 'harm', 'sustainable', 'zone', 'influence', 'river', 'helford', 'river', 'special', 'conservation', 'combination', 'project', 'adversely', 'integrity', 'ability', 'mitigate', 'ethos', 'european', 'mitigation']","['locate', 'countryside', 'outside', 'define', 'unjustified', 'sporadic', 'open', 'countryside', 'poor', 'accessibility', 'necessary', 'daily', 'service', 'facilities', 'perpetuate', 'reliance', 'private', 'vehicle', 'unsustainable', 'traffic', 'movements', 'combination', 'inevitable', 'introduction', 'additional', 'domestic', 'paraphernalia', 'associate', 'additional', 'context', 'rural', 'set', 'harm', 'distinctive', 'landscape', 'character', 'appear', 'incongruous', 'countryside', 'public', 'scheme', 'limit', 'provide', 'stock', 'outweigh', 'identify', 'harm', 'sustainable', 'zone', 'influence', 'river', 'helford', 'river', 'special', 'conservation', 'combination', 'project', 'adversely', 'integrity', 'ability', 'mitigate', 'ethos', 'european', 'mitigation']",0.5838506817817688,,,,,,,,,,,
1055,1170,PA22/06065,Construction of Two Storey Extension and Associated Works,30/06/2022," 1 By virtue of the scale and design, the proposed extension is an inappropriate, discordant and overly-dominant addition to a traditional cottage that currently remains relatively unaltered and unobtrusive in the context of the surrounding historic built environment. The proposed works materially reduce the visual quality of an iconic streetscape, and fail to preserve the character and appearance of the Penzance Conservation Area; the contribution of the host building that is afforded Group Value; and the setting of the adjacent Grade II listed building(s). The National Planning Policy Framework requires harm to be weighed against the public benefit of the proposals. In this case the harm of the proposed two storey extension has been set out above.  Although the private benefits and minor economic benefits of the extension are appreciated, the proposed works would result in less than substantial harm in relation to the Conservation Area and its setting that are not balanced by these factors or other factors acting in the public interest.The proposal is therefore contrary to the aims and intentions of Policies 1, 2 (paragraphs 1a to 1d), 12 (paragraphs 1a and 1b) and 24 of the Cornwall Local Plan Strategic Policies 2010-2030 (Adopted 22nd November 2016); Sections 2 (paragraph 2.1.1), 3 (paragraphs 3.1.2, 3.2.2 and 3.3.5) and 5 (paragraph 5.8.1) of the Cornwall Design Guide 2021; and paragraphs 126, 130 (paragraphs a to d), 132, 134, 189, 197(c), 199, 202 of the National Planning Policy Framework 2021. The proposed development does not accord with the local planning authority's statutory duty under section 72 (1) of the Planning (Listed Buildings and Conservation Areas) Act 1990 because it would not preserve or enhance the character and appearance of the Conservation Area. 2 The proposed extension, due to its design, scale and location, results in a harmful increase in overbearing, loss of light and loss of outlook in relation to the first floor terrace and living room window of the immediately adjacent neighbouring property to the northwest (23 New St / Abbey Cottage)The proposed two storey rear extension would result in a loss of outlook and loss of light in relation to the living room window, and would further result in harmful overbearing, loss of outlook and loss of sunlight/ambient light to the existing terrace. The proposed works have a detrimental impact upon the main living area and associated terrace of 23 New St / Abbey Cottage, that are currently enjoyed by users of these properties.The proposed extension would raise concerns relating to the impact upon users of the neighbouring property that are not balanced by other factors acting in the public interest.The proposal is therefore contrary to Policy 12 (paragraph 2b) of the Cornwall Local Plan Strategic Policies 2010-2030 (Adopted 22nd November 2016); Section 9 of the Cornwall Design Guide 2021; and paragraphs 126, 130 and 132 of the National Planning Policy Framework 2021",Householder,,Cornwall Local Plan Strategic Policies,,,"['virtue', 'scale', 'design', 'extension', 'inappropriate', 'discordant', 'overlydominant', 'addition', 'traditional', 'cottage', 'currently', 'remain', 'relatively', 'unaltered', 'unobtrusive', 'context', 'surround', 'historic', 'environment', 'materially', 'reduce', 'visual', 'quality', 'iconic', 'stscape', 'fail', 'preserve', 'character', 'appearance', 'penzance', 'conservation', 'contribution', 'host', 'afford', 'group', 'value', 'set', 'adjacent', 'grade', 'list', 'require', 'harm', 'weigh', 'public', 'case', 'harm', 'storey', 'extension', 'private', 'minor', 'economic', 'extension', 'appreciate', 'substantial', 'harm', 'relation', 'conservation', 'set', 'act', 'public', 'interestthe', 'design', 'guide', 'accord', 'authoritys', 'statutory', 'duty', 'list', 'conservation', 'preserve', 'enhance', 'character', 'appearance', 'conservation', 'extension', 'design', 'scale', 'location', 'harmful', 'increase', 'overbear', 'loss', 'light', 'loss', 'outlook', 'relation', 'floor', 'terrace', 'live', 'room', 'window', 'immediately', 'adjacent', 'neighbour', 'property', 'northwest', 'abbey', 'cottagethe', 'storey', 'rear', 'extension', 'loss', 'outlook', 'loss', 'light', 'relation', 'live', 'room', 'window', 'harmful', 'overbear', 'loss', 'outlook', 'loss', 'sunlightambient', 'light', 'exist', 'terrace', 'detrimental', 'main', 'live', 'associate', 'terrace', 'abbey', 'cottage', 'currently', 'enjoy', 'users', 'propertiesthe', 'extension', 'concern', 'relate', 'users', 'neighbour', 'property', 'act', 'public', 'interestthe', 'design', 'guide']","['virtue', 'scale', 'design', 'extension', 'inappropriate', 'discordant', 'overlydominant', 'addition', 'traditional', 'cottage', 'currently', 'remain', 'relatively', 'unaltered', 'unobtrusive', 'context', 'surround', 'historic', 'environment', 'materially', 'reduce', 'visual', 'quality', 'iconic', 'stscape', 'fail', 'preserve', 'character', 'appearance', 'penzance', 'conservation', 'contribution', 'host', 'afford', 'group', 'value', 'set', 'adjacent', 'grade', 'list', 'require', 'harm', 'weigh', 'public', 'case', 'harm', 'storey', 'extension', 'private', 'minor', 'economic', 'extension', 'appreciate', 'substantial', 'harm', 'relation', 'conservation', 'set', 'act', 'public', 'interestthe', 'design', 'guide', 'accord', 'authoritys', 'statutory', 'duty', 'list', 'conservation', 'preserve', 'enhance', 'character', 'appearance', 'conservation', 'extension', 'design', 'scale', 'location', 'harmful', 'increase', 'overbear', 'loss', 'light', 'loss', 'outlook', 'relation', 'floor', 'terrace', 'live', 'room', 'window', 'immediately', 'adjacent', 'neighbour', 'property', 'northwest', 'abbey', 'cottagethe', 'storey', 'rear', 'extension', 'loss', 'outlook', 'loss', 'light', 'relation', 'live', 'room', 'window', 'harmful', 'overbear', 'loss', 'outlook', 'loss', 'sunlightambient', 'light', 'exist', 'terrace', 'detrimental', 'main', 'live', 'associate', 'terrace', 'abbey', 'cottage', 'currently', 'enjoy', 'users', 'propertiesthe', 'extension', 'concern', 'relate', 'users', 'neighbour', 'property', 'act', 'public', 'interestthe', 'design', 'guide']",,0.43038100004196167,,,,,,,0.38791877031326294,,,
1056,1171,PA22/06072,"Formation of new field access onto Public Highway, removal of section of hedgebank, provision of new native hedge mix dry-stone wall.",30/06/2022," 1 The proposed development would create a new entranceway within an established hedgerow and would create a discordant feature which would detract from the rural character of the area through the provision of a domestic looking access for which there is insufficient justification to outweigh this harm; such that the development would conflict with policies 1, 2 ,12 and 23 of the Cornwall Local Plan Strategic Policies 2010-2030 and paragraph 130 of the National Planning Policy Framework 2021. 2 The proposal has failed to demonstrate that the proposed access and visibility splay will provide suitable visibility for emerging vehicles and would not lead to adverse highway safety concerns such that the proposal will conflict with paragraphs 111 and 112 of the National Planning Policy Framework 2021.",All other minor developments,,Cornwall Local Plan Strategic Policies,,,"['create', 'entranceway', 'establish', 'hedgerow', 'create', 'discordant', 'feature', 'detract', 'rural', 'character', 'provision', 'domestic', 'look', 'access', 'insufficient', 'outweigh', 'harm', 'fail', 'access', 'visibility', 'splay', 'suitable', 'visibility', 'emerge', 'vehicles', 'lead', 'adverse', 'highway', 'safety', 'concern']","['create', 'entranceway', 'establish', 'hedgerow', 'create', 'discordant', 'feature', 'detract', 'rural', 'character', 'provision', 'domestic', 'look', 'access', 'insufficient', 'outweigh', 'harm', 'fail', 'access', 'visibility', 'splay', 'suitable', 'visibility', 'emerge', 'vehicles', 'lead', 'adverse', 'highway', 'safety', 'concern']",,,,,0.14090806245803833,0.543923556804657,,,0.12016116827726364,,,
1057,1172,PA22/06051,"Outline application for the demolition of existing buildings and erection of a dwelling with all matters reserved, except means of access",30/06/2022," 1 The proposed site is located outside of the development boundary as defined by Policy RUR 2 of the Saltash Neighbourhood Development Plan. It would represent housing development in the open countryside which would not relate well to an existing settlement, would be in an unsustainable location and would harm the character of the open countryside. The proposal would not represent infill or rounding off, or a rural exceptions development, does not fall within the special circumstances listed within policy 7 of the Cornwall Local Plan, and would increase building density which would be out of character with the surrounding area and divorced from services and facilities. The proposal would therefore be contrary to policy RUR 2 of the Saltash Neighbourhood Development Plan and Policies 1,2, 3, 7, 9 and 21 of the Cornwall Local Plan Strategic Polices 2010 - 2030 (adopted November 2016). 2 The site lies within Flood Zone 1 however insufficient information has been submitted with regard to surface water drainage for the site which lies within a Critical Drainage Area. A suitable Flood Risk Assessment that takes into account the requirements of the Critical Drainage Area has not been submitted, nor has a drainage strategy which should include; Percolation test results, Layout and Maintenance. Furthermore, by reason of the fact the access to the proposed dwelling is located within Flood Zone 3, the proposed development fails the sequential test as the provision of one new dwelling could be achieved elsewhere within the Cornwall Gateway Community Network Area at locations at lower risk from flooding. The proposed development is therefore contrary to Policy GRN4 of the Saltash Neighbourhood Development Plan 2021 - 2030, Policy 26 of the Cornwall Local Plan Strategic Policies 2010 - 2030 (adopted November 2016) and Paragraph 162 of the National Planning Policy Framework 2021.",Minor - Dwelling,"Saltash Neighbourhood Development Plan 2021 - 2030,Saltash Neighbourhood Development Plan","Cornwall Local Plan Strategic Policies,Cornwall Local Plan",,,"['locate', 'outside', 'boundary', 'define', 'open', 'countryside', 'relate', 'exist', 'unsustainable', 'location', 'harm', 'character', 'open', 'countryside', 'infill', 'round', 'rural', 'exceptions', 'special', 'list', 'increase', 'deny', 'character', 'surround', 'divorce', 'service', 'facilities', 'strategic', 'police', 'lie', 'flood', 'zone', 'insufficient', 'submit', 'regard', 'surface', 'water', 'drainage', 'lie', 'critical', 'drainage', 'suitable', 'flood', 'risk', 'assessment', 'take', 'account', 'requirements', 'critical', 'drainage', 'submit', 'drainage', 'strategy', 'include', 'percolation', 'test', 'layout', 'maintenance', 'furthermore', 'fact', 'access', 'locate', 'flood', 'zone', 'fail', 'sequential', 'test', 'provision', 'achieve', 'gateway', 'community', 'locations', 'lower', 'risk', 'flood']","['locate', 'outside', 'boundary', 'define', 'open', 'countryside', 'relate', 'exist', 'unsustainable', 'location', 'harm', 'character', 'open', 'countryside', 'infill', 'round', 'rural', 'exceptions', 'special', 'list', 'increase', 'deny', 'character', 'surround', 'divorce', 'service', 'facilities', 'strategic', 'police', 'lie', 'flood', 'zone', 'insufficient', 'submit', 'regard', 'surface', 'water', 'drainage', 'lie', 'critical', 'drainage', 'suitable', 'flood', 'risk', 'assessment', 'take', 'account', 'requirements', 'critical', 'drainage', 'submit', 'drainage', 'strategy', 'include', 'percolation', 'test', 'layout', 'maintenance', 'furthermore', 'fact', 'access', 'locate', 'flood', 'zone', 'fail', 'sequential', 'test', 'provision', 'achieve', 'gateway', 'community', 'locations', 'lower', 'risk', 'flood']",0.19658233225345612,,,,,0.2660199701786041,,0.3603834807872772,0.019183635711669922,,,
1058,1174,PA22/05855,Outline application with some matters reserved (appearance and scale) for erection of 1 dwelling together with access and boundary works,24/06/2022," 1 This proposal, by causing the loss of a tall section of stone-clad earth bank (i.e. a 'Cornish Hedge') adjacent to an historic sunken lane, and its replacement with a suburban-style stone wall with hedgerow above, would harmfully degrade local landscape character and distinctiveness.  As such the proposal conflicts with Policies 2, 12, 23 of the Cornwall Local Plan Strategic Policies 2016 and Policy ENV1 of the North Cornwall Local Plan 1999. ",Minor - Dwelling,,"Cornwall Local Plan Strategic Policies,Cornwall Local Plan",,,"['cause', 'loss', 'tall', 'stoneclad', 'earth', 'bank', 'cornish', 'hedge', 'adjacent', 'historic', 'sink', 'lane', 'replacement', 'suburbanstyle', 'stone', 'wall', 'hedgerow', 'harmfully', 'degrade', 'landscape', 'character', 'distinctiveness', 'north']","['cause', 'loss', 'tall', 'stoneclad', 'earth', 'bank', 'cornish', 'hedge', 'adjacent', 'historic', 'sink', 'lane', 'replacement', 'suburbanstyle', 'stone', 'wall', 'hedgerow', 'harmfully', 'degrade', 'landscape', 'character', 'distinctiveness', 'north']",,,,,,,,,,,0.9604113101959229,
1059,1175,PA22/05687,Addition of external cladding.,07/07/2022," 1 The proposal by means of the introduction of timber cladding which is a non-vernacular material, would fail to suitably respond to the setting of the Conservation Area. The works would fail to maintain the special character and appearance of Conservation Area and are found to conflict with the aims of policies 12 and 24 of the Cornwall Local Plan Strategic Policies 2010-2030, section 16 paragraphs 199 and 202 of the National Planning Policy Framework 2021, and the local planning authority's statutory duty under section 72(1) of the Planning (Listed Buildings and Conservation Areas) Act 1990 which requires that special attention be paid to the desirability of preserving or enhancing the character and appearance of the conservation area. The development would result in harm to the significance of the designated heritage asset and whilst this harm may be less than substantial, there are no known public benefits associated with the scheme that would outweigh this harm.",Householder,,Cornwall Local Plan Strategic Policies,,,"['mean', 'introduction', 'timber', 'cladding', 'nonvernacular', 'material', 'fail', 'suitably', 'respond', 'set', 'conservation', 'fail', 'maintain', 'special', 'character', 'appearance', 'conservation', 'authoritys', 'statutory', 'duty', 'list', 'conservation', 'require', 'special', 'attention', 'pay', 'desirability', 'preserve', 'enhance', 'character', 'appearance', 'conservation', 'harm', 'significance', 'designate', 'heritage', 'asset', 'whilst', 'harm', 'substantial', 'know', 'public', 'associate', 'scheme', 'outweigh', 'harm']","['mean', 'introduction', 'timber', 'cladding', 'nonvernacular', 'material', 'fail', 'suitably', 'respond', 'set', 'conservation', 'fail', 'maintain', 'special', 'character', 'appearance', 'conservation', 'authoritys', 'statutory', 'duty', 'list', 'conservation', 'require', 'special', 'attention', 'pay', 'desirability', 'preserve', 'enhance', 'character', 'appearance', 'conservation', 'harm', 'significance', 'designate', 'heritage', 'asset', 'whilst', 'harm', 'substantial', 'know', 'public', 'associate', 'scheme', 'outweigh', 'harm']",,,,,0.03388611972332001,,,,0.8953369855880737,,,
1060,1177,PA22/05663,Construction of extensions and alterations,23/06/2022," 1 The characterful form and proportion of the existing former agricultural chall barn which is considered a non-designated heritage asset would be lost through the addition of a two storey extension subsequently altering its relationship with its setting. The non-designated heritage asset is prominently located within an AONB, Conservation Area, Heritage Coast and World Heritage Site and the character and appearance of the existing building and the surrounding area should therefore be protected. The proposed development conflicts with the aims and intentions set out within Policies AD2, AD4 and AD8 of the St Just-in-Penwith Parish Neighbourhood Plan 2021-2030, Policies 1, 2, 12, 23 and 24 of the Cornwall Local Plan Strategic Policies 2010-2030, paragraphs 8, 130, 174, 176 and Section 16 of the National Planning Policy Framework 2021, Policies PD-P1, PD-P2 and PD-P11 of the Cornwall AONB Management Plan 2022-2027 and Section 72 (1) of the Planning (Listed Buildings and Conservation Areas) Act 1990. 2 In the absence of an ecological survey to identify the presence and impact on protected species, the Local Planning Authority are unable to assess whether the development would adversely impact on biodiversity and the ecological value of the site, with specific regard to protected species. The proposed development therefore fails to comply with the aims and intentions set out within Policy AD10 of the St Just-in-Penwith Parish Neighbourhood Plan 2021-2030, Policies 1 and 23 of the Cornwall Local Plan Strategic Policies 2010-2030, paragraphs 8, 174 and 180 of the National Planning Policy Framework 2021 and the Wildlife and Countryside Act 1981 (as amended).",Householder,Penwith Parish Neighbourhood Plan 2021-2030,Cornwall Local Plan Strategic Policies,,AONB,"['characterful', 'proportion', 'exist', 'agricultural', 'chall', 'barn', 'nondesignated', 'heritage', 'asset', 'lose', 'addition', 'storey', 'extension', 'subsequently', 'alter', 'relationship', 'set', 'nondesignated', 'heritage', 'asset', 'prominently', 'locate', 'aonb', 'conservation', 'heritage', 'coast', 'world', 'heritage', 'character', 'appearance', 'exist', 'surround', 'protect', 'justin', 'aonb', 'management', 'list', 'conservation', 'absence', 'ecological', 'survey', 'presence', 'protect', 'species', 'authority', 'unable', 'assess', 'adversely', 'biodivery', 'ecological', 'value', 'specific', 'regard', 'protect', 'species', 'fail', 'comply', 'justin', 'wildlife', 'countryside', 'amend']","['characterful', 'proportion', 'exist', 'agricultural', 'chall', 'barn', 'nondesignated', 'heritage', 'asset', 'lose', 'addition', 'storey', 'extension', 'subsequently', 'alter', 'relationship', 'set', 'nondesignated', 'heritage', 'asset', 'prominently', 'locate', 'aonb', 'conservation', 'heritage', 'coast', 'world', 'heritage', 'character', 'appearance', 'exist', 'surround', 'protect', 'justin', 'aonb', 'management', 'list', 'conservation', 'absence', 'ecological', 'survey', 'presence', 'protect', 'species', 'authority', 'unable', 'assess', 'adversely', 'biodivery', 'ecological', 'value', 'specific', 'regard', 'protect', 'species', 'fail', 'comply', 'justin', 'wildlife', 'countryside', 'amend']",,,,0.2696945071220398,0.05347060784697533,,,,0.5137349963188171,0.056007109582424164,,
1061,1178,PA22/05646,Addition of an extra storey to an existing bungalow,22/06/2022," 1 The proposed development is considered to result in harm to the streetscene and the character of the area, including the character and appearance of the Falmouth Conservation Area, and harm to the setting of nearby listed buildings (No. 34 Wodehouse Terrace and No.s 9 and 10 Gyllyng Street), by reason of its increased height and mass compared to the existing built development on the site, and its design, including its architectural style and roof form. The harm to designated heritage assets that has been identified is not considered to be outweighed by the limited public benefits of the development. The proposed development is therefore considered to conflict with the aims and intentions of Sections 16 (2) and 72 (1) of the Planning (Listed Buildings and Conservation Areas) Act 1990, Policies 1, 2, 12 and 24 of the Cornwall Local Plan Strategic Policies 2010 - 2030, Policies DG 2, DG 3, DG 6 and DG 7 of the Falmouth Neighbourhood Development Plan 2021-2030, advice contained within the Cornwall Design Guide 2021, and paragraphs 8, 130, 189, 197, 199, 200, 202, 203 and 206 of the National Planning Policy Framework 2021.",Householder,Falmouth Neighbourhood Development Plan 2021-2030,Cornwall Local Plan Strategic Policies,,,"['harm', 'stscene', 'character', 'include', 'character', 'appearance', 'falmouth', 'conservation', 'harm', 'set', 'nearby', 'list', 'wode', 'terrace', 'gyllyng', 'increase', 'height', 'mass', 'compare', 'exist', 'design', 'include', 'architectural', 'style', 'roof', 'harm', 'designate', 'heritage', 'assets', 'identify', 'outweigh', 'limit', 'public', 'list', 'conservation', 'advice', 'contain', 'design', 'guide']","['harm', 'stscene', 'character', 'include', 'character', 'appearance', 'falmouth', 'conservation', 'harm', 'set', 'nearby', 'list', 'wode', 'terrace', 'gyllyng', 'increase', 'height', 'mass', 'compare', 'exist', 'design', 'include', 'architectural', 'style', 'roof', 'harm', 'designate', 'heritage', 'assets', 'identify', 'outweigh', 'limit', 'public', 'list', 'conservation', 'advice', 'contain', 'design', 'guide']",,,0.2875799536705017,0.06964719295501709,,,,,0.6215145587921143,,,
